Theft Status,Occurrence Hour,Occurrence Month,Premises Type,Bike Cost
1,23,4,Outdoors,230
1,15,3,Residential,200
1,12,3,Residential,1300
1,4,4,Outdoors,350
1,20,3,Residential,200
1,8,4,Outdoors,200
1,18,3,Residential,2000
1,19,4,Residential,1100
1,23,3,Residential,178
1,9,3,Residential,0
1,14,4,Outdoors,2200
1,18,4,Residential,600
1,16,3,Residential,1400
1,0,4,Residential,150
1,0,4,Residential,150
1,16,4,Outdoors,1000
1,14,4,Other,863
1,22,3,Residential,0
1,14,4,Residential,2000
1,9,4,Outdoors,0
1,20,4,Residential,999.989990234375
1,10,3,Residential,750
1,18,4,Residential,600
1,20,3,Residential,400
1,16,4,Residential,799
1,8,4,Other,1500
1,17,1,Residential,790
1,1,3,Outdoors,600
1,10,4,Outdoors,138
1,14,3,Other,1100
1,21,4,Residential,150
1,18,4,Residential,200
1,21,3,Outdoors,900
1,19,4,Outdoors,500
1,19,4,Outdoors,450
1,9,4,Residential,80
1,0,3,Residential,1100
1,17,4,Residential,530
1,23,4,Residential,0
1,18,3,Outdoors,170
1,20,4,Residential,666.679992675781
1,14,4,Residential,700
1,1,4,Residential,1836.18994140625
1,22,4,Residential,675
1,4,4,Residential,300
1,4,4,Residential,300
1,12,1,Residential,100
1,11,4,Outdoors,510
1,18,4,Other,1000
1,21,3,Residential,600
1,21,4,Outdoors,400
1,18,4,Other,700
1,22,4,Residential,200
1,15,4,Residential,1500
1,18,4,Residential,750
1,17,4,Outdoors,200
1,19,4,Residential,1800
1,10,4,Residential,900
1,0,4,Residential,0
1,9,4,Outdoors,800
1,8,4,Residential,2200
1,20,4,Other,0
1,8,4,Residential,2200
1,2,4,Other,700
1,2,4,Other,700
1,20,12,Residential,2000
1,7,4,Residential,429
1,17,4,Residential,733.369995117188
1,22,4,Outdoors,0
1,8,4,Residential,400
1,8,4,Outdoors,550
1,0,4,Residential,750
0,10,4,Residential,800
1,18,4,Outdoors,100
1,16,4,Residential,400
1,9,4,Other,626.010009765625
1,10,4,Residential,451.989990234375
1,23,4,Other,790
1,11,3,Residential,1500
1,8,4,Outdoors,600
1,14,4,Other,920
1,0,2,Residential,1500
1,2,4,Residential,600
1,21,4,Outdoors,550
1,9,4,Residential,2000
1,8,4,Outdoors,1000
1,19,4,Residential,200
1,19,4,Outdoors,1922
1,19,3,Residential,800
1,6,4,Residential,1300
1,16,4,Residential,1500
1,0,4,Other,1100
1,11,4,Other,500
1,8,4,Outdoors,1000
1,21,4,Residential,350
1,11,4,Other,1000
1,19,4,Residential,200
1,17,4,Residential,1429.44995117188
1,16,4,Residential,500
1,1,4,Residential,600
1,18,4,Residential,300
0,0,3,Residential,500
1,14,1,Residential,300
1,14,4,Outdoors,50
1,12,4,Outdoors,0
1,21,4,Residential,400
1,12,4,Residential,300
1,0,4,Residential,1000
1,0,4,Residential,1000
1,10,4,Residential,1000
1,10,4,Residential,1
1,16,3,Residential,1000
1,12,4,Residential,400
1,12,4,Residential,200
1,3,4,Residential,1200
1,0,4,Other,950
1,7,4,Outdoors,300
1,17,4,Outdoors,399.989990234375
1,12,4,Outdoors,500
1,23,4,Residential,800
1,21,4,Outdoors,300
1,21,4,Residential,1000
1,6,5,Residential,400
1,6,5,Residential,150
1,1,4,Residential,1089.98999023438
1,9,5,Outdoors,1000
1,9,5,Outdoors,400
1,20,4,Residential,400
1,20,4,Residential,500
1,20,11,Residential,1500
1,17,5,Residential,200
1,8,5,Residential,1977.48999023438
1,18,5,Residential,500
1,0,4,Residential,2000
1,17,4,Residential,2000
1,20,4,Residential,800
1,12,3,Residential,780
1,8,2,Residential,864.429992675781
1,20,4,Residential,500
1,20,4,Outdoors,169.990005493164
1,13,5,Outdoors,800
1,19,5,Residential,400
1,3,2,Residential,450
1,17,4,Residential,500
1,10,5,Other,300
1,16,5,Outdoors,900
1,22,5,Other,750
1,19,5,Residential,375
1,19,5,Residential,200
1,13,5,Other,500
1,21,5,Residential,549.989990234375
1,13,5,Other,700
1,12,1,Other,2000
1,21,5,Other,1200
1,19,5,Residential,1200
1,0,5,Residential,550
1,21,5,Other,1000
1,17,5,Outdoors,0
1,9,5,Outdoors,379.989990234375
1,19,5,Residential,178
1,23,5,Outdoors,0
1,19,5,Residential,198
1,9,5,Outdoors,700
1,19,5,Residential,178
1,16,5,Residential,150
1,12,4,Residential,2000
1,17,5,Outdoors,750
1,17,5,Other,299
1,2,5,Residential,1600
1,14,5,Outdoors,600
1,15,5,Residential,1000
1,16,5,Residential,1000
1,10,4,Other,800
1,20,5,Residential,1000
1,16,5,Outdoors,900
1,18,5,Outdoors,400
1,12,5,Residential,110
1,12,4,Other,1200
1,10,1,Residential,600
1,1,5,Residential,0
1,9,5,Residential,0
1,0,2,Residential,1200
1,9,5,Residential,0
1,9,5,Residential,0
1,2,5,Residential,0
1,18,5,Residential,350
1,15,5,Other,400
1,10,5,Residential,250
1,9,5,Other,644
1,9,4,Residential,1500
1,9,5,Outdoors,150
1,19,1,Residential,800
1,17,5,Residential,750
1,9,5,Residential,400
1,1,5,Residential,2200
1,19,5,Outdoors,0
1,0,5,Outdoors,350
1,10,5,Residential,2300
1,19,5,Residential,2000
1,18,5,Outdoors,500
1,20,5,Outdoors,200
1,19,5,Outdoors,1017
1,17,5,Residential,1000
1,12,5,Residential,2000
1,19,5,Residential,115
1,18,5,Residential,500
1,22,5,Residential,600
1,15,5,Residential,600
1,17,5,Residential,1000
1,19,5,Residential,185
1,19,5,Residential,800
1,3,5,Residential,500
1,22,5,Residential,764
1,18,5,Residential,1700
1,16,5,Residential,550
1,22,5,Residential,2000
1,14,5,Residential,600
1,16,5,Residential,550
1,0,4,Residential,1100
1,22,5,Other,350
1,17,5,Residential,1000
1,16,5,Outdoors,109
1,22,5,Other,1000
1,23,5,Outdoors,650
1,17,5,Residential,900
1,15,5,Outdoors,510
1,12,11,Residential,1005.69000244141
1,12,11,Residential,1004.57000732422
1,1,5,Residential,993
1,20,5,Residential,549.989990234375
1,20,5,Other,100
1,0,10,Residential,1000
1,1,5,Outdoors,300
1,17,5,Residential,150
1,0,5,Outdoors,100
1,8,5,Outdoors,858.789978027344
1,11,5,Outdoors,700
1,23,5,Other,400
1,0,5,Residential,1500
1,8,5,Outdoors,1200
1,12,5,Outdoors,1700
1,23,5,Residential,350
1,9,5,Residential,300
1,9,5,Residential,300
1,18,5,Outdoors,750
1,10,5,Other,380
1,0,5,Residential,700
1,5,5,Residential,300
1,12,5,Outdoors,145
1,17,5,Outdoors,1019.98999023438
1,8,5,Other,1500
1,12,5,Residential,857
1,17,5,Outdoors,1019.98999023438
1,9,5,Residential,700
1,22,5,Residential,500
1,17,5,Outdoors,400
1,12,5,Outdoors,1200
1,14,5,Residential,0
1,13,5,Other,2000
1,18,5,Residential,1400
1,21,5,Residential,535.450012207031
1,21,5,Residential,400
1,15,5,Residential,600
1,0,5,Residential,300
1,12,5,Residential,950
1,22,5,Residential,600
1,21,5,Residential,600
1,11,5,Other,426
1,8,5,Outdoors,549
1,12,5,Residential,400
1,1,5,Residential,152
1,17,5,Other,600
1,23,5,Residential,500
1,10,5,Residential,1032
1,14,5,Other,1300
1,3,5,Outdoors,200
1,18,5,Outdoors,290
1,15,5,Residential,485.890014648438
1,19,5,Residential,1300
1,8,5,Outdoors,40
1,13,5,Outdoors,150
1,18,5,Residential,600
1,17,5,Residential,300
1,9,5,Outdoors,450
1,11,4,Residential,600
1,8,5,Outdoors,40
1,11,5,Residential,0
1,12,5,Residential,900
1,2,5,Residential,1200
1,17,5,Other,112
1,10,5,Outdoors,700
1,8,5,Residential,400
1,22,5,Other,300
1,2,5,Residential,1200
1,2,5,Residential,1200
1,21,5,Residential,1000
1,1,5,Other,400
1,12,5,Residential,1200
1,14,5,Outdoors,500
1,1,5,Other,400
1,21,5,Residential,500
1,11,3,Residential,460
1,8,5,Residential,1600
1,8,5,Residential,250
1,8,5,Residential,1299
1,15,5,Residential,700
1,15,5,Residential,220
1,14,5,Residential,600
1,18,5,Residential,400
1,22,5,Residential,500
1,14,5,Residential,683.650024414063
1,18,5,Outdoors,750
1,17,5,Residential,666.650024414063
1,17,5,Residential,619.460021972656
1,8,5,Residential,250
1,10,5,Residential,600
1,8,5,Residential,1000
1,23,5,Residential,150
1,12,5,Residential,488
1,18,5,Residential,600
1,21,5,Residential,199
1,20,5,Residential,400
1,14,5,Residential,650
1,18,5,Residential,360
1,8,5,Residential,500
1,15,5,Residential,789.989990234375
1,6,5,Residential,1000
1,9,5,Outdoors,600
1,9,5,Other,100
1,14,5,Residential,1600
1,20,5,Residential,0
1,13,6,Residential,800
1,17,6,Other,0
1,23,5,Residential,450
1,7,6,Residential,595
1,10,2,Residential,800
1,3,5,Other,1200
1,11,6,Residential,1500
1,16,6,Other,0
1,21,6,Residential,400
1,10,5,Residential,1100
1,16,5,Residential,150
1,16,6,Residential,500
1,1,6,Residential,0
1,16,5,Residential,350
1,17,6,Other,0
1,16,5,Residential,350
1,19,5,Residential,1000
1,11,5,Residential,800
1,1,6,Residential,0
1,19,5,Residential,300
1,15,5,Residential,200
1,22,5,Residential,0
1,10,6,Outdoors,600
1,1,6,Residential,500
1,17,5,Residential,100
1,14,6,Residential,500
1,12,6,Residential,500
1,19,6,Outdoors,200
1,9,6,Outdoors,750
1,11,6,Residential,200
1,4,5,Outdoors,1500
1,10,6,Residential,199
1,18,6,Outdoors,0
1,17,6,Residential,100
1,12,4,Residential,2000
1,16,6,Residential,700
1,10,6,Other,200
1,21,5,Residential,1400
1,11,6,Other,400
1,17,6,Outdoors,500
1,23,5,Residential,500
1,15,6,Residential,1500
1,23,6,Other,500
1,8,6,Outdoors,600
1,8,6,Outdoors,900
1,4,6,Residential,1200
1,0,5,Residential,1000
1,20,6,Outdoors,2000
1,16,6,Outdoors,250
1,15,6,Residential,300
1,15,6,Residential,1000
1,0,6,Residential,500
1,7,6,Outdoors,300
1,15,6,Residential,1000
1,15,6,Residential,850
1,14,6,Residential,1000
1,23,6,Residential,0
1,19,9,Residential,1200
1,5,6,Residential,620
1,19,6,Other,0
1,16,5,Residential,700
1,22,6,Residential,0
1,18,6,Other,1500
1,23,6,Residential,480
1,0,6,Other,100
1,19,6,Outdoors,500
1,10,6,Other,100
1,18,6,Other,1160
1,15,6,Outdoors,300
1,23,6,Residential,500
1,22,6,Residential,769
1,20,5,Residential,0
1,10,5,Residential,1470
1,0,6,Residential,700
1,0,6,Residential,450
1,11,5,Residential,0
1,13,6,Residential,300
1,10,6,Outdoors,500
1,4,6,Residential,723.190002441406
1,11,5,Residential,2000
1,20,6,Residential,800
1,7,6,Outdoors,500
1,17,6,Residential,600
1,11,6,Residential,0
1,0,6,Residential,550
1,9,6,Residential,500
1,19,6,Other,2000
0,13,5,Residential,1000
1,20,6,Outdoors,126
1,4,6,Residential,500
1,4,6,Residential,500
1,4,6,Other,676.869995117188
1,20,6,Residential,800
1,21,6,Residential,149
1,23,6,Residential,900
1,19,6,Residential,840
1,19,5,Residential,1000
1,22,6,Residential,325
1,19,5,Residential,600
1,0,6,Other,400
1,10,6,Other,60
1,13,6,Residential,2000
1,14,6,Outdoors,700
1,18,6,Residential,800
1,18,5,Outdoors,0
1,17,6,Outdoors,275
1,21,6,Residential,1300
1,0,11,Residential,1200
1,8,6,Residential,449.989990234375
1,23,6,Residential,700
1,11,6,Outdoors,586.460021972656
1,9,6,Residential,700
1,18,6,Residential,374.970001220703
1,10,6,Residential,250
1,16,7,Residential,450
1,14,6,Residential,125
1,21,6,Outdoors,700
1,18,6,Residential,374.970001220703
1,17,6,Residential,300
1,18,6,Residential,499.989990234375
1,18,6,Residential,499.989990234375
1,9,6,Residential,700
1,14,6,Residential,125
1,13,6,Residential,1150
1,20,6,Other,550
1,16,7,Residential,500
1,10,6,Residential,250
1,10,6,Residential,850
0,22,6,Residential,500
1,18,6,Residential,600
1,18,6,Residential,1500
1,16,6,Outdoors,250
1,16,5,Other,0
1,19,6,Other,150
1,8,6,Residential,1200
1,16,6,Outdoors,250
1,16,5,Other,0
1,22,6,Residential,1500
1,21,6,Residential,0
1,20,6,Other,200
1,22,6,Residential,1070.61999511719
1,1,6,Residential,250
1,3,6,Other,1000
1,10,6,Residential,750
1,23,6,Residential,110
1,18,6,Outdoors,400
1,18,6,Outdoors,600
1,18,6,Outdoors,700
1,18,6,Residential,300
1,9,6,Residential,0
1,0,6,Residential,800
1,7,6,Residential,400
0,0,6,Other,1500
1,20,6,Other,200
1,22,6,Outdoors,400
1,17,6,Residential,1000
1,22,6,Residential,500
1,18,6,Residential,300
1,22,6,Residential,1000
1,0,6,Other,1500
1,20,6,Residential,300
1,19,6,Residential,600
1,17,6,Residential,389
1,21,6,Residential,0
1,11,6,Other,300
1,17,6,Residential,2000
1,17,6,Residential,500
1,15,6,Other,200
1,14,6,Outdoors,450
1,10,6,Outdoors,700
1,15,6,Residential,1275
1,16,6,Other,600
1,23,6,Residential,800
1,0,6,Residential,650
1,23,6,Residential,2300
1,19,6,Outdoors,500
1,16,6,Residential,1600
1,16,6,Residential,1400
1,8,6,Outdoors,500
1,19,6,Residential,1500
1,11,6,Outdoors,699
1,19,6,Outdoors,500
1,7,6,Residential,697.429992675781
1,10,6,Outdoors,140
1,18,6,Residential,100
1,20,6,Residential,1500
1,18,6,Residential,2200
1,11,6,Outdoors,740
1,19,6,Residential,620
1,15,6,Outdoors,200
1,4,6,Residential,1500
1,14,6,Outdoors,200
1,0,6,Residential,200
1,23,6,Outdoors,300
1,8,6,Residential,479
1,6,6,Other,1500
1,20,6,Outdoors,600
1,19,6,Residential,400
1,4,6,Other,650
1,15,6,Residential,2000
1,12,6,Outdoors,30
1,15,6,Outdoors,200
1,4,6,Other,900
1,7,6,Residential,937.840026855469
1,11,6,Residential,200
1,13,6,Outdoors,300
1,5,6,Residential,600
1,9,5,Residential,300
1,20,6,Residential,1000
1,19,10,Residential,1000
1,20,5,Residential,1525
1,12,6,Other,300
1,3,6,Residential,1000
1,12,6,Outdoors,1000
1,11,6,Residential,0
1,17,6,Residential,550
1,0,6,Residential,2000
1,21,6,Residential,1000
1,13,6,Residential,1000
1,15,6,Outdoors,198
1,14,6,Other,750
1,9,6,Other,500
1,0,6,Other,800
1,20,6,Residential,800
1,22,6,Residential,700
1,17,6,Residential,629
1,1,6,Residential,0
1,19,6,Residential,700
1,17,6,Residential,1000
1,0,6,Residential,1200
1,5,6,Residential,1600
1,19,6,Residential,740
1,5,6,Residential,1653.72998046875
1,11,6,Residential,900
1,11,6,Residential,100
1,12,6,Residential,400
0,21,6,Residential,750
1,20,6,Residential,1800
1,15,6,Outdoors,565
1,20,6,Residential,235
1,18,4,Residential,950
1,14,6,Residential,406
1,19,6,Residential,800
1,21,6,Residential,725
1,18,4,Residential,1278
1,15,6,Residential,1470
1,18,6,Residential,1000
1,18,6,Outdoors,350
1,14,6,Residential,976.25
1,13,6,Residential,1200
1,16,6,Residential,170
1,16,6,Residential,700
1,1,6,Residential,800
1,16,6,Residential,700
1,21,6,Residential,1349
1,9,6,Other,250
0,14,6,Residential,400
1,13,6,Residential,500
1,16,6,Residential,550
1,1,6,Residential,1350
1,17,6,Outdoors,1000
1,0,6,Other,0
1,16,6,Outdoors,0
1,21,6,Residential,1000
1,21,6,Outdoors,999.989990234375
1,9,6,Outdoors,395.489990234375
1,17,6,Outdoors,0
1,5,6,Residential,500
1,12,6,Residential,1600
1,16,6,Outdoors,200
1,15,6,Residential,766
1,19,6,Other,700
1,3,6,Residential,50
1,19,6,Residential,200
1,23,6,Residential,120
1,12,6,Outdoors,150
1,3,6,Other,500
1,18,6,Residential,1000
1,18,6,Residential,100
1,18,6,Residential,250
1,18,6,Outdoors,650
1,1,6,Residential,1300
1,19,6,Outdoors,0
1,21,6,Residential,800
1,2,6,Residential,300
1,12,6,Residential,400
1,12,6,Residential,400
1,1,6,Residential,1300
1,3,6,Other,800
0,20,6,Residential,1000
1,23,6,Residential,380
1,21,6,Residential,600
1,8,6,Residential,500
1,16,6,Residential,500
1,3,6,Residential,1200
1,23,6,Residential,1224
1,19,6,Residential,960.489990234375
1,19,6,Residential,960.489990234375
1,5,6,Residential,500
1,0,6,Other,1200
1,0,6,Residential,1000
1,19,6,Residential,960.489990234375
1,17,6,Outdoors,1100
1,3,6,Other,300
1,14,6,Residential,300
1,9,6,Outdoors,593
1,19,6,Residential,2200
1,3,6,Other,1000
1,16,6,Outdoors,275
1,17,12,Residential,1100
1,12,5,Residential,600
1,15,6,Residential,250
1,18,6,Residential,1439
1,3,7,Residential,0
1,8,7,Outdoors,500
1,0,7,Other,600
1,19,6,Other,400
1,15,6,Residential,600
1,13,7,Other,1000
1,7,6,Residential,150
1,19,7,Other,350
1,13,7,Other,539.830017089844
1,11,7,Other,500
1,13,7,Other,150
1,22,7,Other,500
1,6,7,Other,800
1,19,6,Residential,1100
1,22,12,Residential,399.989990234375
1,22,7,Residential,1000
1,12,7,Residential,2300
1,9,7,Other,0
1,22,7,Residential,600
1,10,6,Residential,1081.40002441406
1,0,6,Residential,1200
1,0,6,Residential,500
1,10,7,Outdoors,549.989990234375
1,0,6,Outdoors,150
1,12,6,Residential,1420
1,1,7,Residential,2000
1,22,12,Residential,859.989990234375
1,22,7,Other,500
1,1,7,Other,500
1,11,6,Residential,1582
1,6,7,Outdoors,300
1,8,7,Residential,300
1,8,7,Outdoors,300
1,12,7,Outdoors,550
1,21,7,Residential,300
1,0,7,Other,350
1,12,7,Outdoors,600
1,18,7,Other,50
1,22,7,Residential,98
1,15,7,Residential,711
1,23,7,Residential,2000
1,1,6,Outdoors,1000
1,9,7,Outdoors,1400
1,2,7,Other,600
1,17,7,Residential,1200
1,23,7,Outdoors,350
1,22,7,Residential,1400
1,18,6,Residential,500
1,17,7,Outdoors,0
1,9,5,Residential,1273.98999023438
1,16,7,Outdoors,400
1,20,6,Outdoors,650
1,17,7,Residential,700
1,9,7,Outdoors,0
1,19,7,Residential,300
1,17,7,Outdoors,500
0,15,7,Residential,169.990005493164
1,14,7,Outdoors,2000
1,9,7,Outdoors,50
1,8,7,Outdoors,650
1,1,7,Residential,650
1,2,7,Residential,800
1,17,7,Other,1000
1,12,7,Residential,0
1,1,7,Other,1000
1,23,7,Residential,500
1,1,7,Other,100
1,14,7,Residential,200
1,13,7,Residential,250
1,19,7,Outdoors,587
1,13,7,Outdoors,300
1,8,7,Other,1250
1,18,7,Residential,150
1,20,7,Residential,500
1,20,7,Residential,1200
1,19,7,Outdoors,1000
1,8,7,Other,600
1,18,6,Residential,1000
1,6,7,Outdoors,300
1,17,7,Other,470
1,7,7,Outdoors,0
1,15,7,Residential,100
1,21,7,Outdoors,600
1,12,7,Other,800
1,8,7,Outdoors,300
1,8,7,Other,0
1,14,7,Outdoors,100
1,9,7,Residential,1500
1,0,6,Residential,300
1,8,7,Other,0
1,0,6,Residential,250
1,0,7,Residential,223.720001220703
1,11,7,Other,2000
1,12,6,Residential,0
1,12,6,Residential,0
1,18,7,Residential,600
1,9,7,Other,300
1,21,7,Outdoors,0
1,4,6,Residential,0
1,12,6,Residential,914
1,22,7,Residential,100
1,22,7,Residential,600
1,22,7,Residential,600
1,12,7,Residential,300
1,12,7,Residential,150
1,12,7,Residential,300
1,22,7,Residential,800
1,12,7,Residential,300
1,18,7,Residential,300
1,19,7,Residential,350
1,9,7,Other,550
1,8,7,Other,140
1,17,7,Outdoors,600
1,23,7,Residential,600
1,23,7,Outdoors,250
1,0,7,Outdoors,200
1,3,7,Residential,700
1,9,7,Outdoors,350
1,9,7,Outdoors,350
1,14,6,Residential,300
1,21,7,Residential,450
1,17,7,Other,703
1,18,7,Other,200
1,8,7,Outdoors,650
1,8,7,Outdoors,1500
1,12,7,Residential,0
1,15,6,Residential,800
1,9,7,Outdoors,350
1,13,7,Outdoors,225.990005493164
1,17,7,Residential,999.989990234375
1,8,7,Residential,500
1,10,2,Residential,2000
1,22,7,Other,360
1,13,7,Outdoors,500
1,8,4,Residential,300
1,15,7,Residential,800
1,11,7,Outdoors,200
1,20,7,Residential,600
1,10,7,Outdoors,300
1,21,7,Other,630
1,8,7,Outdoors,600
1,8,7,Outdoors,400
1,9,7,Outdoors,450
1,16,7,Residential,224
1,18,7,Residential,2000
1,18,6,Residential,834.450012207031
1,20,5,Residential,999.950012207031
1,7,7,Residential,1500
1,1,7,Residential,400
1,0,6,Residential,1061
1,20,7,Outdoors,350
1,19,7,Residential,587
1,17,7,Residential,600
1,15,7,Outdoors,250
1,20,5,Residential,800
1,8,7,Residential,400
1,14,7,Residential,800
1,19,7,Outdoors,400
1,10,7,Other,600
1,23,7,Other,70
1,1,7,Other,530
1,8,7,Outdoors,750
1,21,7,Residential,250
1,17,7,Outdoors,1500
1,14,7,Residential,1700
1,12,7,Outdoors,250
1,23,7,Other,300
1,3,7,Residential,500
1,11,7,Other,0
1,18,7,Outdoors,1100
1,17,7,Residential,100
1,0,7,Residential,2200
1,15,7,Residential,2000
1,9,7,Outdoors,60
1,8,7,Outdoors,200
1,10,7,Residential,600
1,21,7,Outdoors,500
1,3,7,Residential,600
1,20,6,Residential,700
1,10,7,Residential,600
1,20,6,Residential,676.869995117188
1,3,7,Residential,500
1,8,7,Outdoors,1000
1,8,7,Residential,998.909973144531
1,8,7,Residential,500
1,18,7,Other,0
1,9,7,Residential,600
1,3,7,Residential,0
1,7,7,Residential,1000
1,4,7,Residential,700
1,20,7,Residential,0
1,15,7,Outdoors,279
1,0,7,Residential,400
1,19,7,Residential,1700
1,17,5,Residential,1300
1,15,7,Outdoors,400
1,16,7,Outdoors,600
1,2,6,Outdoors,200
1,15,7,Other,150
1,8,7,Residential,1000
1,8,7,Outdoors,0
1,18,7,Outdoors,0
1,13,7,Residential,2000
1,23,7,Residential,1000
1,21,7,Outdoors,758
1,13,7,Outdoors,350
1,8,7,Outdoors,789.869995117188
1,8,7,Outdoors,790.989990234375
1,3,7,Residential,600
1,18,7,Residential,500
1,21,7,Residential,600
1,0,7,Residential,500
1,0,7,Outdoors,900
1,20,7,Other,168
1,23,7,Residential,1200
1,4,7,Residential,549
1,8,7,Outdoors,790.989990234375
1,18,7,Outdoors,109
1,22,7,Residential,1500
1,1,7,Other,600
1,1,7,Other,600
1,13,7,Residential,550
1,18,7,Outdoors,109
1,18,7,Residential,2100
1,19,7,Residential,800
1,8,7,Residential,400
1,10,7,Residential,1000
1,14,7,Outdoors,400
1,19,7,Residential,700
1,8,6,Outdoors,65
1,21,7,Residential,800
1,22,7,Outdoors,609
1,7,7,Outdoors,700
1,17,7,Residential,1000
1,17,7,Residential,1800
1,14,7,Residential,100
1,16,7,Other,200
1,13,7,Outdoors,0
1,5,7,Residential,1000
1,9,7,Residential,650
1,17,7,Residential,800
1,0,7,Outdoors,350
1,13,7,Other,820
1,13,7,Other,820
1,22,7,Other,530
1,20,7,Outdoors,400
1,12,7,Other,259
1,0,7,Residential,879.989990234375
1,22,7,Residential,500
1,17,7,Residential,500
1,12,7,Residential,497.190002441406
1,22,7,Residential,500
1,0,7,Residential,600
1,22,7,Residential,0
1,9,7,Residential,100
1,20,7,Outdoors,750
1,20,7,Other,400
1,18,7,Outdoors,0
1,2,7,Outdoors,550
1,22,7,Other,999
1,7,7,Other,350
1,8,7,Other,875
1,0,7,Residential,250
1,6,7,Residential,1349
1,9,7,Residential,2000
1,10,7,Outdoors,350
1,13,7,Outdoors,600
1,22,7,Other,1000
1,6,7,Residential,700
1,5,7,Residential,280
1,20,7,Residential,400
1,1,7,Residential,300
1,19,7,Outdoors,120
1,14,7,Residential,278.299987792969
1,9,7,Residential,2000
1,2,7,Residential,1066
1,15,7,Residential,1200
1,13,7,Residential,1100
1,10,7,Outdoors,0
1,17,7,Residential,200
1,12,3,Residential,2000
1,10,7,Residential,400
1,13,7,Outdoors,450
1,19,7,Other,120
1,17,7,Outdoors,500
1,16,7,Outdoors,0
1,7,7,Residential,700
1,11,7,Residential,500
1,17,7,Other,300
1,7,7,Other,560
1,20,7,Other,800
1,12,3,Residential,1200
1,16,7,Residential,1000
1,22,7,Residential,600
1,20,7,Residential,1500
1,12,7,Residential,400
1,6,7,Outdoors,0
1,13,7,Residential,2000
1,20,7,Other,755
1,20,7,Other,771
1,22,7,Residential,0
1,11,7,Residential,300
1,19,7,Residential,600
1,18,7,Residential,499.950012207031
1,23,7,Other,1450
1,12,7,Outdoors,399.989990234375
1,5,7,Residential,800
1,3,6,Residential,100
1,12,7,Other,900
1,20,7,Other,595
1,21,7,Residential,1900
1,12,7,Outdoors,800
1,9,7,Other,500
1,10,7,Residential,700
1,10,7,Residential,1500
1,18,7,Residential,1000
1,9,7,Residential,850
1,14,7,Outdoors,150
1,12,7,Residential,700
1,21,7,Residential,0
1,0,7,Residential,300
1,22,7,Outdoors,500
1,23,7,Residential,1200
1,11,7,Residential,600
1,11,7,Outdoors,1100
1,7,7,Residential,900
1,14,7,Residential,162
1,15,7,Residential,499
1,23,7,Residential,1200
1,12,7,Residential,500
1,6,7,Outdoors,1500
1,20,7,Residential,1500
1,12,7,Residential,1500
1,22,7,Other,800
1,15,7,Residential,1500
1,15,7,Residential,1500
1,13,7,Residential,400
1,6,7,Outdoors,400
1,10,7,Outdoors,600
1,8,7,Outdoors,550
1,23,7,Residential,100
1,21,7,Residential,200
1,21,7,Residential,200
1,17,7,Outdoors,1100
1,22,7,Residential,250
1,14,7,Residential,450
1,8,7,Outdoors,300
1,14,7,Residential,500
1,22,7,Outdoors,500
1,23,7,Residential,900
1,16,7,Outdoors,700
1,12,7,Outdoors,799.989990234375
1,12,7,Outdoors,799.989990234375
1,15,7,Other,652
1,0,7,Residential,1200
1,2,7,Residential,1000
1,3,7,Outdoors,1000
1,8,7,Outdoors,604.549987792969
1,14,7,Residential,600
1,10,7,Other,1100
1,10,7,Other,1100
1,21,7,Residential,1000
1,7,7,Residential,1000
1,12,7,Residential,300
1,14,7,Residential,500
1,16,7,Outdoors,300
1,20,6,Residential,200
1,20,7,Other,2000
1,21,7,Residential,400
1,12,7,Residential,200
1,20,7,Other,2000
1,18,7,Outdoors,1200
1,11,7,Residential,1800
1,14,7,Outdoors,300
1,1,7,Residential,250
1,8,7,Outdoors,550
1,1,8,Residential,100
1,9,7,Residential,800
1,8,8,Outdoors,900
1,15,7,Residential,500
1,13,7,Residential,400
1,16,7,Outdoors,550
1,17,8,Residential,400
1,13,7,Outdoors,275
1,12,8,Outdoors,800
1,8,7,Outdoors,1000
1,14,8,Other,200
1,20,7,Residential,0
1,6,8,Residential,1000
1,6,8,Residential,800
1,6,8,Residential,1000
1,9,7,Outdoors,200
1,6,8,Residential,1200
1,8,8,Outdoors,1000
1,16,8,Other,250
1,3,8,Residential,700
1,18,8,Residential,400
1,0,8,Residential,0
1,13,6,Residential,700
1,1,8,Residential,549.989990234375
1,13,8,Residential,1200
1,21,7,Other,2200
1,16,8,Outdoors,170
1,21,7,Other,600
1,23,8,Residential,600
1,21,7,Other,900
1,21,7,Other,750
1,6,8,Outdoors,2000
1,5,7,Residential,500
1,9,7,Residential,600
1,0,8,Other,0
1,21,7,Other,1200
1,8,8,Outdoors,500
1,16,8,Other,1000
1,14,8,Residential,250
1,0,8,Other,700
1,13,8,Other,799
1,3,8,Other,400
1,3,7,Residential,950
1,20,8,Residential,1366.22998046875
1,12,8,Residential,100
1,12,8,Residential,2000
1,17,8,Outdoors,700
1,18,8,Outdoors,700
1,13,8,Residential,749
1,12,8,Other,800
1,17,8,Outdoors,600
1,18,8,Residential,200
1,12,7,Outdoors,250
1,13,8,Outdoors,500
1,17,8,Residential,600
1,16,8,Outdoors,550
1,12,8,Other,800
1,6,8,Outdoors,800
1,21,7,Other,450
1,12,8,Other,979.989990234375
1,10,8,Residential,138
1,12,8,Other,979.989990234375
