Theft Status,Occurrence Hour,Occurrence Month,Premises Type,Bike Cost
1,10,4,Residential,500
1,11,5,Residential,100
1,12,5,Residential,1000
1,11,5,Outdoors,500
1,9,5,Residential,500
1,15,5,Other,839.489990234375
1,15,5,Outdoors,234.910003662109
0,0,5,Other,200
1,0,5,Other,320
1,23,6,Residential,1200
1,8,5,Residential,100
1,8,6,Residential,469.989990234375
1,22,5,Residential,750
1,20,5,Residential,200
1,5,5,Outdoors,1920
1,17,5,Residential,250
1,16,5,Residential,0
1,17,6,Outdoors,500
1,19,5,Residential,0
1,14,6,Outdoors,400
1,0,6,Residential,600
1,18,6,Outdoors,1200
1,12,6,Outdoors,200
1,11,6,Residential,500
1,10,6,Residential,2000
1,4,6,Residential,800
1,11,5,Residential,400
1,11,5,Residential,200
1,2,5,Residential,400
1,21,6,Outdoors,1000
1,20,4,Outdoors,775
1,21,6,Outdoors,800
1,22,6,Other,200
1,22,5,Residential,699
1,12,6,Residential,1500
1,12,6,Residential,0
1,16,6,Other,1025
1,12,6,Residential,0
1,17,6,Outdoors,900
1,9,5,Other,600
1,8,5,Other,350
1,11,6,Outdoors,300
1,1,6,Residential,700
1,14,6,Other,200
1,18,6,Residential,600
1,5,6,Residential,888.590026855469
1,15,5,Outdoors,500
1,8,6,Outdoors,500
1,13,6,Outdoors,800
1,17,6,Residential,200
1,10,9,Residential,1500
1,1,6,Other,110
1,17,6,Outdoors,200
1,14,6,Other,500
1,10,6,Outdoors,750
1,0,6,Other,1500
1,18,5,Outdoors,720
1,18,6,Other,600
1,21,6,Residential,2000
1,16,6,Outdoors,400
1,19,6,Outdoors,2300
1,0,6,Other,700
1,12,6,Residential,750
1,15,6,Residential,200
1,9,6,Residential,400
1,22,6,Residential,100
1,0,6,Other,830
1,20,6,Outdoors,499.989990234375
1,20,6,Outdoors,600
1,19,6,Residential,0
1,7,6,Other,499.989990234375
1,21,6,Residential,600
1,19,6,Residential,349
1,13,6,Outdoors,800
1,8,6,Outdoors,250
1,20,6,Residential,250
1,8,6,Outdoors,200
1,21,6,Outdoors,200
1,20,6,Outdoors,1499.98999023438
1,12,5,Residential,0
1,20,6,Outdoors,100
1,15,6,Outdoors,500
1,19,6,Other,100
1,23,6,Residential,1000
1,13,6,Outdoors,1000
1,13,6,Outdoors,1000
1,8,6,Outdoors,639
1,9,6,Residential,850
1,12,6,Residential,500
1,20,6,Outdoors,114
1,6,6,Residential,595.950012207031
1,13,6,Other,100
1,22,6,Residential,875
1,18,6,Residential,350
1,17,6,Residential,900
1,18,6,Other,500
0,17,6,Residential,1500
1,20,6,Residential,1200
1,14,6,Residential,250
1,3,6,Residential,900
0,17,6,Residential,1500
1,0,6,Residential,600
1,0,6,Residential,650
1,18,6,Residential,500
1,21,6,Residential,400
1,9,5,Other,450
1,13,6,Residential,800
1,8,6,Outdoors,360
1,8,6,Outdoors,1600
1,8,6,Other,745
1,23,6,Other,1000
1,23,6,Residential,0
0,8,6,Residential,1400
1,7,6,Outdoors,500
1,20,6,Residential,300
1,22,6,Residential,400
1,7,6,Outdoors,500
1,7,6,Outdoors,500
1,14,6,Outdoors,800
1,21,6,Outdoors,270
1,17,6,Residential,120
1,23,6,Other,700
1,19,6,Residential,550
0,20,6,Residential,600
0,15,6,Outdoors,650
1,18,6,Outdoors,820
1,23,6,Outdoors,400
1,18,6,Outdoors,850
1,23,6,Residential,900
1,18,6,Outdoors,800
1,23,6,Outdoors,200
1,23,6,Residential,150
1,11,6,Outdoors,100
1,18,6,Outdoors,500
1,8,6,Other,260
1,19,6,Residential,200
1,13,6,Other,400
1,8,6,Outdoors,1000
1,11,6,Residential,900
1,3,6,Residential,1000
1,18,6,Residential,1000
1,18,6,Residential,870.090026855469
1,12,6,Residential,700
1,23,6,Residential,500
1,19,6,Residential,400
1,0,6,Outdoors,600
1,8,6,Residential,250
1,22,8,Outdoors,700
1,19,6,Residential,400
1,10,6,Other,600
1,9,6,Residential,300
1,23,6,Other,1100
1,8,6,Outdoors,100
1,2,6,Residential,100
1,1,6,Residential,400
1,21,6,Other,750
1,21,6,Other,1700
1,13,6,Outdoors,500
1,2,5,Residential,700
1,21,6,Residential,500
1,15,6,Outdoors,200
1,8,6,Other,250
1,2,6,Outdoors,75
1,19,6,Other,1000
1,20,6,Other,500
1,20,6,Residential,400
1,19,6,Residential,349
1,9,6,Outdoors,900
1,3,6,Residential,600
1,11,6,Outdoors,175
1,22,6,Residential,1500
1,22,6,Residential,699
1,15,6,Outdoors,800
1,17,6,Outdoors,700
1,12,6,Outdoors,1800
1,20,6,Residential,539.989990234375
1,17,6,Outdoors,400
1,0,6,Residential,500
1,10,6,Outdoors,200
1,23,6,Residential,1000
1,17,6,Residential,250
1,22,6,Residential,500
1,16,6,Residential,70
1,9,6,Outdoors,400
1,8,6,Outdoors,0
1,10,3,Outdoors,0
1,15,6,Other,600
1,14,6,Outdoors,299
1,20,6,Outdoors,350
1,10,6,Outdoors,300
1,11,6,Other,800
1,18,6,Outdoors,225.990005493164
1,10,3,Outdoors,0
1,8,6,Residential,100
1,10,3,Outdoors,0
1,10,3,Outdoors,0
1,8,6,Residential,600
1,10,3,Outdoors,0
1,1,6,Residential,666.690002441406
1,14,6,Residential,1500
1,0,6,Residential,1600
1,8,6,Other,1100
1,14,6,Residential,2200
1,10,6,Outdoors,650
1,20,6,Outdoors,500
1,17,6,Outdoors,100
1,17,6,Outdoors,350
1,0,4,Other,500
1,12,6,Outdoors,2300
1,11,6,Outdoors,2000
1,21,6,Residential,800
1,17,6,Outdoors,479
1,19,6,Other,800
1,9,6,Outdoors,550
1,0,4,Other,590
1,17,6,Residential,350
1,17,6,Residential,680
1,12,6,Residential,1500
1,14,6,Outdoors,600
0,12,6,Residential,50
1,20,6,Outdoors,1000
1,22,6,Residential,1600
1,19,6,Outdoors,1200
1,12,6,Residential,500
1,17,6,Outdoors,1000
1,19,6,Residential,380
1,15,6,Outdoors,120
1,0,6,Outdoors,100
1,12,6,Residential,1200
1,0,6,Other,0
1,22,6,Outdoors,350
1,18,6,Outdoors,650
1,1,6,Residential,1200
1,14,6,Outdoors,784
1,2,6,Outdoors,1680
1,21,6,Outdoors,750
1,20,6,Outdoors,600
1,11,6,Residential,1600
1,19,6,Outdoors,1200
1,0,6,Outdoors,300
1,17,6,Outdoors,281.899993896484
1,10,6,Outdoors,270
1,8,6,Residential,390
1,22,6,Residential,850
1,23,6,Residential,279
1,21,6,Residential,700
1,17,6,Outdoors,795
1,1,6,Other,640
1,1,6,Other,650
1,12,6,Outdoors,1200
1,19,6,Outdoors,2000
1,20,6,Outdoors,350
1,1,6,Other,1600
1,10,6,Residential,350
0,19,6,Residential,600
1,6,6,Residential,50
1,12,6,Other,100
1,6,6,Residential,120
1,1,6,Other,2100
1,0,6,Other,1249
1,0,6,Other,939
1,20,6,Outdoors,175
1,18,6,Outdoors,0
1,17,6,Outdoors,200
1,20,6,Outdoors,2000
1,16,6,Outdoors,2000
1,19,6,Residential,220
1,18,6,Other,2200
1,1,6,Residential,549
1,9,6,Residential,600
1,1,6,Residential,1900
1,18,6,Outdoors,0
1,1,6,Residential,499
1,1,6,Residential,500
1,1,6,Residential,600
1,20,6,Residential,250
1,8,6,Residential,350
1,15,6,Residential,150
1,21,3,Outdoors,100
1,19,6,Other,500
1,14,7,Residential,1000
1,0,6,Residential,580
1,21,6,Outdoors,400
1,9,7,Other,100
1,22,7,Outdoors,250
1,22,7,Residential,900
1,19,5,Outdoors,0
1,17,7,Outdoors,100
1,19,7,Outdoors,108
1,20,7,Other,799
1,21,7,Residential,850
1,22,4,Residential,200
1,22,4,Residential,200
1,9,5,Residential,1
1,10,7,Outdoors,549
1,9,5,Residential,250
1,9,7,Residential,994
1,0,6,Residential,500
1,11,7,Outdoors,140
1,0,6,Residential,500
1,13,6,Residential,0
1,23,7,Residential,400
1,18,7,Other,600
1,20,4,Outdoors,750
1,16,6,Residential,0
1,8,6,Outdoors,800
1,21,6,Residential,2049.98999023438
1,16,7,Residential,220
1,3,6,Residential,1300
1,6,7,Other,500
1,10,6,Residential,1360
1,11,7,Outdoors,1999
1,23,7,Outdoors,400
1,23,7,Residential,600
1,22,3,Other,875
1,21,7,Other,500
1,15,6,Outdoors,500
1,9,7,Outdoors,800
1,13,7,Outdoors,927
1,23,6,Residential,500
1,14,7,Residential,250
1,0,7,Residential,700
1,0,6,Residential,200
1,19,6,Outdoors,600
1,16,7,Outdoors,200
1,8,7,Outdoors,770
1,10,6,Outdoors,0
1,14,7,Residential,0
1,18,7,Residential,1599.98999023438
1,10,7,Residential,1600
1,10,7,Residential,1600
1,3,7,Residential,179.990005493164
1,22,7,Outdoors,400
1,9,7,Residential,500
1,9,7,Other,500
1,22,7,Outdoors,200
1,17,7,Other,550
1,6,7,Residential,100
1,22,7,Residential,1200
1,7,7,Outdoors,250
1,10,7,Outdoors,0
0,20,7,Other,200
1,20,7,Other,200
1,7,7,Outdoors,450
1,20,7,Other,600
1,9,7,Outdoors,250
1,9,7,Outdoors,800
1,12,7,Residential,1200
1,16,7,Outdoors,1000
1,16,7,Outdoors,30
1,16,7,Outdoors,1200
1,18,6,Residential,850
1,18,7,Residential,15
1,16,7,Outdoors,1200
1,16,7,Outdoors,1000
1,21,6,Residential,100
1,10,7,Residential,0
1,18,7,Outdoors,700
1,17,7,Outdoors,0
1,16,7,Residential,900
1,19,7,Residential,300
1,22,7,Other,350
1,18,7,Residential,399.989990234375
1,20,7,Outdoors,175
1,0,7,Other,800
1,12,7,Residential,2000
1,18,7,Residential,600
1,20,7,Residential,100
1,14,7,Residential,395
1,14,7,Outdoors,230
1,20,7,Residential,75
1,9,7,Residential,600
1,13,7,Other,2000
1,16,7,Residential,600
1,21,7,Residential,700
1,10,6,Residential,400
1,14,7,Residential,250
1,19,7,Residential,200
1,18,7,Outdoors,950
1,19,7,Residential,200
1,18,7,Residential,400
1,8,7,Outdoors,100
1,7,7,Outdoors,100
1,15,7,Residential,350
1,16,7,Residential,150
1,2,7,Residential,550
1,18,7,Residential,0
1,18,7,Residential,1000
1,19,7,Outdoors,1200
1,0,7,Residential,1200
1,22,7,Residential,350
1,17,6,Outdoors,1000
1,11,6,Residential,900
1,19,7,Residential,942
1,18,7,Residential,700
1,13,7,Residential,750
1,9,7,Residential,500
1,15,7,Outdoors,1000
1,8,7,Residential,200
1,9,7,Outdoors,0
1,4,7,Residential,400
1,21,7,Outdoors,0
1,18,7,Residential,565
1,8,7,Residential,950
1,9,7,Outdoors,0
1,18,7,Residential,725
1,17,7,Outdoors,600
1,20,7,Residential,1500
1,7,7,Outdoors,553
1,0,7,Residential,2000
1,21,7,Residential,0
1,16,7,Outdoors,0
1,16,7,Outdoors,620
1,11,7,Outdoors,750
1,21,7,Other,900
1,2,7,Residential,600
1,18,7,Outdoors,300
1,21,7,Other,1000
1,21,7,Outdoors,500
1,19,7,Residential,0
1,14,7,Residential,849
1,6,7,Residential,700
1,12,7,Residential,900
1,21,7,Outdoors,650
1,12,7,Outdoors,0
1,23,7,Residential,650
1,13,7,Outdoors,875
1,12,11,Residential,1500
1,23,7,Residential,100
1,15,6,Residential,400
1,19,7,Other,450.869995117188
1,17,7,Outdoors,500
1,16,7,Other,800
1,20,7,Residential,850
1,15,7,Residential,217.979995727539
1,1,7,Residential,575
1,9,7,Other,1521
1,22,7,Residential,800
1,20,7,Residential,1200
1,15,6,Residential,400
1,16,7,Other,350
1,18,7,Outdoors,500
0,17,7,Residential,2200
1,19,7,Outdoors,890
1,20,7,Outdoors,160
1,16,7,Other,450
1,0,6,Residential,1200
1,15,7,Outdoors,1500
1,15,7,Outdoors,1000
1,7,7,Outdoors,700
1,19,7,Residential,700
1,21,7,Outdoors,900
1,2,7,Residential,550
1,0,7,Residential,200
1,18,7,Outdoors,1500
1,17,7,Other,0
1,12,7,Outdoors,300
1,7,7,Other,1200
1,23,7,Residential,600
1,10,7,Residential,400
1,0,4,Residential,1700
1,2,7,Outdoors,1248.59997558594
1,9,7,Outdoors,525
1,22,7,Other,639
1,10,7,Outdoors,1000
0,9,7,Outdoors,129
1,0,4,Residential,1000
1,2,7,Outdoors,1248.59997558594
1,17,7,Outdoors,1097.83996582031
1,14,7,Outdoors,500
1,2,7,Other,600
1,13,7,Outdoors,200
1,16,7,Outdoors,900
1,9,7,Outdoors,905
1,22,7,Other,650
1,8,7,Residential,300
1,14,7,Outdoors,350
1,9,7,Outdoors,1000
1,9,7,Outdoors,500
1,1,7,Residential,1100
1,10,7,Residential,500
1,11,7,Outdoors,750
1,4,7,Outdoors,1000
1,1,7,Residential,400
1,22,7,Outdoors,580
1,22,7,Outdoors,0
1,11,7,Other,350
1,3,7,Residential,1800
1,21,7,Other,950
1,6,7,Outdoors,300
1,22,7,Residential,458.869995117188
1,0,7,Other,0
1,15,7,Outdoors,1000
1,23,7,Other,0
1,10,7,Residential,900
1,0,7,Residential,280
1,6,7,Residential,1000
1,20,7,Residential,1000
1,18,7,Residential,500
1,20,7,Outdoors,950
1,0,7,Residential,650
1,4,7,Residential,500
1,0,7,Residential,1577
1,11,7,Residential,500
1,19,7,Residential,300
1,16,7,Outdoors,580
1,7,7,Other,300
1,0,7,Other,1000
1,21,7,Residential,50
1,7,7,Residential,600
1,20,7,Residential,250
1,21,7,Residential,200
1,4,7,Residential,150
1,22,7,Residential,2000
1,4,7,Other,500
1,4,7,Other,500
1,12,9,Residential,750
1,12,7,Outdoors,519
1,0,7,Residential,500
1,9,7,Outdoors,2000
1,2,7,Other,500
1,2,7,Other,679
1,0,7,Outdoors,799
1,11,7,Residential,550
1,20,7,Residential,1140
1,2,7,Other,500
1,2,7,Other,200
1,16,7,Residential,500
1,15,7,Residential,250
1,15,7,Residential,175
1,0,7,Outdoors,663.960021972656
1,14,7,Residential,400
1,13,7,Outdoors,500
1,9,7,Outdoors,250
1,15,7,Residential,1500
1,14,7,Residential,500
1,2,7,Residential,200
1,10,6,Residential,1300
1,17,7,Residential,1500
1,17,7,Outdoors,1000
1,0,7,Residential,600
1,23,7,Other,600
1,14,7,Other,500
1,17,7,Outdoors,900
1,19,7,Outdoors,500
1,9,7,Residential,1500
1,17,7,Residential,400
1,8,7,Residential,699
1,19,7,Residential,1895
1,9,7,Outdoors,299
1,8,7,Residential,600
1,22,7,Residential,0
1,18,7,Residential,600
1,22,7,Outdoors,150
1,0,7,Residential,0
1,18,7,Residential,500
1,18,6,Residential,200
1,18,6,Residential,100
1,13,7,Residential,540
1,21,7,Residential,260
1,15,7,Outdoors,600
1,7,7,Residential,800
1,20,7,Residential,519.799987792969
1,18,7,Residential,60
1,6,7,Other,0
1,0,7,Residential,500
1,9,6,Residential,750
1,21,7,Residential,200
1,23,7,Outdoors,169
1,6,7,Other,300
1,15,7,Other,800
1,21,7,Residential,0
1,21,7,Residential,400
1,23,7,Outdoors,189
1,22,7,Residential,350
1,22,7,Residential,1456.65002441406
1,20,7,Residential,500
1,23,7,Outdoors,189
1,23,7,Residential,500
1,9,5,Outdoors,400
1,21,7,Outdoors,700
1,15,7,Other,500
1,19,7,Residential,150
1,15,7,Other,2000
1,10,7,Residential,650
1,22,7,Residential,1275
1,16,7,Residential,2000
1,10,7,Residential,1000
1,3,7,Residential,600
1,23,7,Residential,700
1,17,7,Outdoors,500
1,21,7,Outdoors,500
1,20,7,Residential,659
1,18,7,Outdoors,1900
1,11,7,Outdoors,850
1,6,7,Residential,1500
1,20,7,Other,200
1,17,7,Residential,500
1,7,7,Residential,400
1,0,7,Residential,399
1,19,6,Outdoors,800
1,22,7,Residential,1200
1,17,7,Residential,500
1,21,7,Residential,350
1,20,7,Residential,700
1,1,7,Residential,300
1,20,7,Residential,600
1,14,8,Residential,350
1,20,7,Residential,1100
1,18,7,Residential,400
1,13,7,Other,1499
1,11,8,Residential,0
1,16,7,Residential,350
1,23,7,Residential,850
1,23,7,Residential,700
1,0,7,Residential,700
1,23,7,Residential,400
1,17,7,Residential,750
1,17,7,Residential,600
1,7,8,Other,750
1,6,8,Other,1700
1,9,8,Outdoors,900
1,11,7,Outdoors,300
1,6,8,Other,1600
1,23,8,Outdoors,600
1,10,7,Residential,200
1,17,8,Residential,500
1,1,7,Residential,100
1,20,7,Residential,1300
1,10,8,Other,700
1,19,7,Residential,400
1,2,8,Outdoors,499
1,16,7,Residential,1200
1,18,8,Outdoors,0
1,23,8,Other,460
1,14,8,Outdoors,0
1,7,8,Outdoors,600
1,7,8,Outdoors,350
1,12,8,Outdoors,500
1,0,8,Residential,1000
1,0,8,Outdoors,400
1,21,8,Outdoors,600
1,11,8,Residential,700
1,17,8,Other,800
1,23,8,Other,1100
1,19,8,Residential,350
1,23,8,Residential,1000
1,18,8,Outdoors,400
1,15,8,Outdoors,550
1,2,7,Other,475
1,0,8,Outdoors,600
1,16,8,Outdoors,1380
1,4,6,Other,1000
1,0,8,Residential,0
1,0,8,Outdoors,500
1,8,8,Outdoors,900
1,9,8,Other,650
1,19,8,Residential,300
1,9,8,Other,1500
1,13,8,Outdoors,600
1,11,7,Residential,1016.98999023438
1,9,8,Other,100
1,11,8,Outdoors,1500
1,11,7,Residential,900
1,15,8,Outdoors,750
1,9,8,Other,1100
1,18,4,Residential,120
1,10,8,Residential,1500
1,23,8,Residential,100
1,12,7,Residential,120
1,7,7,Residential,600
1,0,8,Residential,1000
1,8,7,Residential,2200
1,9,8,Residential,600
1,11,8,Other,400
1,7,8,Residential,0
1,15,8,Other,110.73999786377
1,8,8,Residential,750
1,20,8,Outdoors,625
1,13,7,Residential,200
0,5,8,Other,400
1,20,8,Outdoors,100
1,21,8,Outdoors,650
1,19,8,Residential,600
0,5,8,Other,400
1,15,8,Residential,200
1,15,8,Residential,406.769989013672
1,21,8,Outdoors,450
1,7,8,Outdoors,680
1,1,7,Residential,350
1,20,8,Outdoors,1500
1,16,8,Residential,2000
1,8,8,Residential,500
1,22,7,Residential,1900
1,18,8,Residential,350
1,20,8,Residential,1600
1,18,8,Outdoors,450
1,10,8,Residential,200
1,8,8,Other,689.299987792969
1,1,8,Residential,800
1,19,8,Outdoors,550
1,19,8,Residential,1800
1,21,8,Residential,1000
1,14,7,Outdoors,250
1,18,8,Residential,0
1,1,8,Residential,250
1,17,8,Residential,1000
1,4,8,Outdoors,1800
1,0,7,Outdoors,1100
1,0,8,Other,99.9899978637695
1,21,8,Residential,1000
1,4,8,Outdoors,1800
1,23,8,Residential,2000
1,17,8,Residential,1200
1,22,8,Residential,300
1,16,8,Residential,2000
0,11,8,Residential,1000
1,14,8,Residential,563
1,15,8,Residential,850
1,13,8,Residential,750
1,12,7,Outdoors,600
1,15,8,Outdoors,536.75
1,10,7,Outdoors,100
1,19,8,Outdoors,700
1,22,8,Other,300
1,22,8,Other,120
1,0,7,Outdoors,1200
1,17,7,Other,0
1,10,8,Residential,250
1,15,8,Outdoors,400
1,4,8,Residential,150
1,17,8,Outdoors,0
1,12,7,Outdoors,400
1,9,8,Outdoors,700
1,15,8,Outdoors,133
1,14,8,Outdoors,299.989990234375
1,6,8,Residential,1959
1,1,8,Outdoors,689.989990234375
1,20,8,Residential,600
1,17,8,Residential,0
1,8,7,Outdoors,200
1,0,8,Other,800
1,10,8,Outdoors,700
1,11,8,Residential,835
1,16,8,Outdoors,200
1,22,8,Outdoors,450
1,22,8,Other,160
1,8,8,Outdoors,400
1,23,8,Outdoors,350
1,8,8,Outdoors,800
1,8,8,Outdoors,0
1,11,8,Residential,650
1,14,8,Outdoors,400
1,14,8,Outdoors,100
1,22,8,Other,0
1,17,8,Residential,379.989990234375
1,12,8,Outdoors,570
1,16,8,Residential,300
1,20,8,Residential,999
1,22,8,Other,1200
1,18,8,Residential,519.989990234375
1,18,8,Residential,449.989990234375
1,19,8,Residential,500
1,3,8,Residential,1200
1,18,8,Outdoors,800
1,19,8,Outdoors,0
1,14,8,Other,675
1,13,8,Outdoors,450
1,13,8,Outdoors,500
1,9,8,Residential,100
1,19,8,Outdoors,600
1,7,8,Other,1300
1,20,8,Residential,950
1,22,8,Outdoors,400
1,15,8,Residential,150
1,11,8,Other,700
1,21,8,Residential,1605
1,23,8,Residential,850
1,22,8,Outdoors,800
1,4,8,Outdoors,1500
1,14,8,Outdoors,1935.68994140625
1,15,8,Outdoors,1000
1,23,8,Residential,850
1,9,7,Residential,900
1,1,8,Residential,390
1,9,8,Other,0
1,3,8,Outdoors,1300
1,22,8,Residential,500
1,20,8,Residential,1000
1,15,8,Outdoors,650
1,9,8,Residential,749
1,7,8,Residential,500
1,8,8,Residential,999
1,14,7,Residential,0
1,17,8,Residential,120
1,12,8,Other,1000
1,22,8,Outdoors,600
1,21,8,Residential,900
1,22,8,Residential,300
1,7,8,Residential,500
1,13,8,Residential,500
1,9,8,Outdoors,800
1,13,8,Residential,200
1,8,8,Outdoors,500
1,17,8,Residential,2000
1,8,8,Other,735
1,13,8,Outdoors,500
1,12,8,Outdoors,250
1,13,8,Outdoors,500
1,0,8,Residential,1000
1,10,8,Residential,500
1,9,8,Outdoors,1500
1,14,8,Other,400
1,0,8,Other,899.989990234375
1,3,8,Residential,1100
1,9,8,Outdoors,1500
1,13,8,Other,700
1,23,8,Residential,500
1,19,8,Residential,2200
1,23,8,Residential,500
1,22,8,Outdoors,0
1,17,8,Outdoors,349.989990234375
1,17,8,Residential,2000
1,12,8,Residential,2000
1,16,8,Outdoors,450
1,22,7,Residential,100
1,11,8,Outdoors,0
1,23,8,Residential,700
1,15,8,Residential,900
1,0,8,Residential,500
1,18,8,Residential,640
1,0,8,Residential,150
1,9,8,Residential,500
1,15,8,Outdoors,400
1,23,8,Residential,1500
1,18,8,Outdoors,500
1,16,8,Outdoors,599
1,0,8,Outdoors,600
1,18,8,Outdoors,600
1,0,8,Outdoors,800
1,20,8,Residential,1250
1,20,11,Residential,770
1,16,8,Residential,350
1,10,8,Outdoors,1300
1,21,8,Outdoors,280
1,9,8,Residential,100
1,8,8,Residential,400
1,10,8,Residential,250
1,16,8,Residential,600
1,14,8,Residential,810
1,17,8,Outdoors,0
1,11,6,Residential,1000
1,3,8,Other,400
1,15,8,Residential,900
1,10,8,Outdoors,1200
1,21,8,Residential,0
1,11,8,Outdoors,0
1,18,8,Outdoors,549.989990234375
1,20,8,Other,700
1,21,8,Residential,0
1,18,8,Outdoors,549.989990234375
1,20,8,Outdoors,1500
1,20,8,Other,269
1,13,8,Residential,399
1,13,8,Outdoors,400
1,2,8,Outdoors,338.989990234375
1,7,8,Outdoors,1600
1,8,7,Residential,160
1,21,8,Residential,800
1,8,7,Residential,180
1,17,8,Residential,100
1,14,8,Other,800
1,8,8,Other,440
1,17,8,Residential,250
1,14,8,Other,800
1,10,8,Other,2285.98999023438
1,4,8,Residential,250
1,18,8,Outdoors,199.990005493164
1,8,7,Outdoors,500
1,22,8,Outdoors,500
1,22,8,Outdoors,400
1,18,8,Other,169.990005493164
1,12,8,Residential,1200
1,12,8,Residential,1000
1,16,8,Residential,150
1,0,7,Residential,500
1,19,8,Outdoors,100
1,13,8,Outdoors,300
1,11,8,Residential,379.989990234375
1,23,8,Other,900
1,8,8,Outdoors,300
1,15,8,Outdoors,550
1,7,8,Other,300
1,16,7,Outdoors,700
1,2,9,Outdoors,1100
1,13,8,Outdoors,800
1,10,6,Outdoors,2300
1,22,9,Residential,200
1,16,8,Residential,1000
1,11,8,Residential,675
1,23,9,Residential,300
1,18,9,Outdoors,2000
1,0,9,Residential,1425
1,17,8,Residential,400
1,17,8,Residential,500
0,12,9,Outdoors,100
1,17,9,Residential,300
1,12,9,Outdoors,200
1,14,8,Residential,150
1,14,9,Residential,0
1,23,9,Other,700
1,11,7,Residential,1965
1,10,9,Outdoors,300
1,13,9,Outdoors,600
1,20,9,Residential,500
1,21,9,Residential,1000
1,17,8,Other,550
1,16,9,Other,1500
1,13,9,Residential,550
1,20,9,Residential,1200
1,12,8,Residential,600
1,16,9,Residential,540
1,9,9,Residential,600
1,21,9,Outdoors,700
1,9,9,Residential,500
1,22,9,Residential,600
1,21,8,Outdoors,400
1,8,9,Outdoors,700
1,22,9,Residential,1500
1,22,8,Outdoors,500
1,12,9,Other,800
1,18,9,Residential,600
1,17,9,Residential,1700
1,9,9,Outdoors,600
1,19,9,Residential,250
1,22,9,Residential,500
1,22,9,Outdoors,770
1,18,9,Residential,600
1,8,9,Outdoors,700
1,21,9,Residential,1099.98999023438
1,9,9,Other,600
1,15,9,Outdoors,168
1,22,9,Residential,1500
1,23,9,Other,900
1,11,9,Outdoors,600
1,18,9,Outdoors,0
1,20,8,Residential,100
1,2,9,Residential,1500
1,13,8,Other,800
1,16,8,Residential,900
1,12,9,Other,500
1,18,9,Residential,319
1,16,8,Residential,900
1,15,9,Residential,400
1,3,9,Residential,850
1,21,9,Residential,1500
1,16,9,Residential,500
1,20,9,Residential,1400
1,12,9,Outdoors,600
1,0,9,Residential,770
1,17,9,Residential,679.989990234375
1,22,9,Residential,1145
1,0,9,Residential,1300
1,15,9,Outdoors,600
1,20,9,Outdoors,0
1,19,9,Outdoors,700
1,19,9,Residential,650
1,21,8,Residential,340
1,16,9,Outdoors,1700
1,19,9,Residential,1400
1,18,9,Outdoors,1820
1,21,9,Residential,1200
1,22,9,Other,500
1,18,8,Other,1500
1,17,9,Residential,1800
1,0,9,Residential,0
1,16,9,Outdoors,0
1,16,8,Other,159.990005493164
1,19,8,Residential,2300
1,9,9,Outdoors,700
1,18,8,Other,1500
1,22,9,Residential,559.989990234375
1,22,9,Residential,800
1,9,9,Outdoors,500
1,16,9,Residential,200
1,15,9,Residential,400
1,0,8,Residential,0
1,13,8,Residential,949
1,7,9,Outdoors,0
1,22,9,Residential,500
1,8,9,Outdoors,300
1,15,9,Other,600
1,21,9,Outdoors,500
1,22,9,Residential,800
1,19,9,Outdoors,900
1,22,9,Other,500
1,15,9,Outdoors,450
1,11,9,Outdoors,150
1,20,9,Other,1000
1,20,9,Outdoors,300
1,18,9,Outdoors,1800
1,11,9,Other,650
1,8,9,Outdoors,670
1,15,9,Outdoors,450
1,7,9,Other,600
1,0,9,Residential,600
1,14,9,Outdoors,370
1,11,9,Residential,1500
1,10,9,Outdoors,903.989990234375
1,12,9,Other,0
1,13,8,Outdoors,450
1,1,9,Other,725
1,7,9,Outdoors,700
1,8,9,Other,325
1,8,9,Residential,1000
1,20,9,Residential,300
1,8,9,Outdoors,850
1,8,9,Residential,2000
1,8,9,Outdoors,400
1,14,9,Other,1500
1,18,9,Residential,700
1,6,9,Residential,1100
1,11,9,Residential,500
1,20,9,Outdoors,500
1,11,9,Outdoors,50
1,19,9,Other,1700
1,10,9,Outdoors,315.130004882813
1,11,9,Outdoors,600
1,14,9,Residential,700
1,14,9,Residential,250
1,15,9,Residential,500
1,14,9,Outdoors,700
1,21,9,Residential,1065
1,4,9,Residential,1000
1,2,9,Residential,100
1,0,9,Other,720
1,20,9,Residential,500
1,14,9,Residential,500
1,14,9,Outdoors,300
1,15,9,Other,800
1,17,9,Other,300
1,14,9,Residential,1000
1,16,9,Residential,847.5
1,15,9,Outdoors,0
1,12,9,Residential,400
1,19,9,Residential,700
1,3,9,Residential,600
1,3,9,Residential,1300
1,1,9,Residential,800
1,3,9,Residential,700
1,3,9,Residential,2300
1,17,9,Outdoors,200
1,21,9,Residential,700
1,18,9,Outdoors,750
1,22,9,Residential,1000
1,9,9,Outdoors,600
1,17,9,Residential,1000
1,19,9,Outdoors,250
1,14,9,Outdoors,1500
1,11,9,Residential,700
1,2,9,Residential,400
1,9,9,Outdoors,100
1,9,9,Residential,650
1,19,9,Other,1000
1,22,9,Residential,300
1,2,9,Residential,450
1,1,9,Outdoors,500
1,11,9,Outdoors,700
1,23,9,Residential,500
1,6,9,Residential,1200
1,15,8,Outdoors,800
1,1,9,Residential,0
1,16,9,Other,168
